SUPPLIER_NAME,SUPPLIER_ID,SUPPLIER_POSTCODE,SUPPLIER_COUNTRY,NUM_SUPPLIERS,CONTRACT_BUYER,CONTRACT_BUYER_POSTCODE,CONTRACT_TITLE,CONTRACT_DATE,CONTRACT_DESC,CONTRACT_URL,CONTRACT_VALUE,CONTRACT_CURRENCY
Hunter Apparel Solutions Ltd,,BT48 0LY,UK,1,Hampshire County Council,S023 8UJ,Covid 19 Response – PPE Supplies,20200930,The supplier will provide a supply of PPE (Personal Protective Equipment) as detailed below.,http://ted.europa.eu/udl?uri=TED:NOTICE:460108-2020:TEXT:EN:HTML,1326240.00,GBP
LHL Group Ltd,,YO23 1DE,UK,1,East Riding of Yorkshire Council,HU17 9BA,Specialist Building Technical Services Framework Agreement,20200930,Provision of specialist building technical services to East Riding of Yorkshire Council.,http://ted.europa.eu/udl?uri=TED:NOTICE:460143-2020:TEXT:EN:HTML,2000000.00,GBP
Wartsila UK Ltd,,PO16 8SD,UK,1,Ferguson Marine (Port Glasgow) Ltd,PA14 5NG,Provision of Electrical and Automation Services,20200930,The provision of electrical and automation services for ships 801 and 802.,http://ted.europa.eu/udl?uri=TED:NOTICE:460148-2020:TEXT:EN:HTML,2700000,GBP
Abiding Care Services Ltd,,NW10 2JJ,UK,2,Southampton City Council,SO14 7LY,Post 16 Semi-independent Accommodation Framework,20200930,Procurement for a post 16 semi-independent accommodation framework.,http://ted.europa.eu/udl?uri=TED:NOTICE:460155-2020:TEXT:EN:HTML,20000000.00,GBP
Achieving Higher Heights Ltd,,WV4 5UQ,UK,2,Southampton City Council,SO14 7LY,Post 16 Semi-independent Accommodation Framework,20200930,Procurement for a post 16 semi-independent accommodation framework.,http://ted.europa.eu/udl?uri=TED:NOTICE:460155-2020:TEXT:EN:HTML,20000000.00,GBP
CRA International UK Ltd,,EC2M 7EA,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Economic Insight Ltd,,EC2V 7RS,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Yellow Wood Energy Consulting Ltd,,CV32 4LY,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Eunomia Research Consulting Ltd,,Bs1 4qs,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Steer Davies Gleave Ltd,,SE1 9PD,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Queen's University Belfast,,BT7 1NN,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Economic Consulting Associates Ltd,,NW6 6RA,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Ipsos MORI,,E1W 1YW,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
MCC Economics Ltd,,EC1V 2NX,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
MCC ECONOMICS LTD,,EC1V 2NX,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
CEPA LLP,,WC2A 3LJ,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Cavanagh Kelly,,BT71 6AP,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
PRICEWATERHOUSECOOPERS LLP,,WC2N 6RH,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
ASM B LTD,,BT1 6DN,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
ENERGY STRATEGY AND POLICY CONSULTING LIMITED,,N1 9RY,UK,15,Utility Regulator NI,BT1 6ED,"UREGNI — Framework for the Provision of Economic, Financial and Related Consultancy and Other Professional Services",20200930,"UREGNI — Framework for the provision of economic, financial and related consultancy and other professional services.",http://ted.europa.eu/udl?uri=TED:NOTICE:460156-2020:TEXT:EN:HTML,4000000.00,GBP
Synergy Security Solutions,,,IE,1,Foreign Commonwealth and Development Office,SW1A 2AH,7000000,20200930,Provision of Security Guarding Services for BE Dublin and HMA Residence,http://ted.europa.eu/udl?uri=TED:NOTICE:460175-2020:TEXT:EN:HTML,7000000.00,EUR
M & J Group (Construction and Roofing) Ltd,,MK41 0UD,UK,1,Southampton City Council,SO14 7FP,Pitched Roof Replacement Programme (2020-2024),20201002,"This bidding opportunity was for undertaking pitched roof replacement, refurbishment and associated works to a wide range of properties (including low rise housing, municipal buildings, schools, etc.) owned and managed by Southampton City Council.",http://ted.europa.eu/udl?uri=TED:NOTICE:465110-2020:TEXT:EN:HTML,9000000,GBP
Breyer Group plc,,RM3 8ST,UK,1,Southampton City Council,SO14 7FP,Flat Roof Replacement Programme (2020-2024),20201002,"This bidding opportunity was for undertaking pitched roof replacement, refurbishment and associated works to a wide range of properties (including low rise housing, municipal buildings, schools, etc) owned and managed by Southampton City Council.",http://ted.europa.eu/udl?uri=TED:NOTICE:465111-2020:TEXT:EN:HTML,14000000,GBP
Heron Bros. Ltd,,BT45 7AL,UK,1,Belfast City Council,BT2 8DJ,Templemore Baths Restoration and Extension,20201002,This procurement process is for the appointment of an IST to deliver the construction contract for the restoration of the existing Templemore Baths and a new build leisure centre extension on the adjoining site previously occupied by the Ulster Hospital on Templemore Avenue.,http://ted.europa.eu/udl?uri=TED:NOTICE:465112-2020:TEXT:EN:HTML,1360000.00,GBP
Woodsons of Aberdeen Ltd,,AB21 0HT,UK,1,Scottish Government,AB11 9DB,Modernisation of Scotland's Inshore Commercial Fishing Fleet Framework,20201002,"Marine Scotland seeks the appropriate and proportionate technology installed on all commercial fishing vessels making up Scotland’s inshore fleet and provision of maintenance and support of equipment at ports around Scotland. Marine Scotland also seeks to engage a supplier of project, programme and contract management services to design and deliver this programme of work.",http://ted.europa.eu/udl?uri=TED:NOTICE:465133-2020:TEXT:EN:HTML,2256720.00,GBP
"Winner Medical Co., Ltd",,518109,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirm,20201002,"The Department of Health and Social Care [the ‘Authority’] has awarded a contract to Winner Medical Co., Ltd for the supply of personal protective equipment coveralls to protect health and care workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465134-2020:TEXT:EN:HTML,2091600.00,USD
Beijing Yuanlong Yato,,10053,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,"The Department of Health and Social Care [the 'Authority'] has awarded a contract to Beijing Yuanlong Yato for the supply of personal protective equipment, aprons, to protect Health and Care Workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465135-2020:TEXT:EN:HTML,32760000.00,USD
"Qingzhou Yaowang Pharmaceutical Co., Ltd",,262500,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,"The Department of Health and Social Care [the 'Authority'] has awarded a contract to Qingzhou Yaowang Phararmamacutical Co., Ltd for the supply of personal protective equipment, surgical face masks, to protect health and care workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465136-2020:TEXT:EN:HTML,44160000.00,USD
China Meheco Co. Ltd,,100061,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,"The Department of Health and Social Care [the 'Authority'] has awarded a contract to China Meheco Co., Ltd for the supply of personal protective equipment, visors, to protect health and care workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465137-2020:TEXT:EN:HTML,19320000.00,USD
China Sinopharm International Coporation,,,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,"The Department of Health and Social Care [the 'Authority'] has awarded a contract to China Sinopharm International Corporation for the supply of personal protective equipment, IIR masks, to protect health and care workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465138-2020:TEXT:EN:HTML,18900000.00,USD
Jason Offshore,1067513,,HK,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,"The Department of Health and Social Care [the ‘Authority’] has awarded a contract to Jason Offshore for the supply of personal protective equipment, aprons, to protect health and care workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465139-2020:TEXT:EN:HTML,33750000.00,USD
China National Pharmaceutical Foreign Trade Corporation,,100029,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,The Department of Health and Social Care [the ‘Authority’] has awarded a contract to China National Pharamaceutical Foreign Trade Corporation for the supply of personal protective equipment face masks to protect health and care workers for contracting the Covid-19 disease.,http://ted.europa.eu/udl?uri=TED:NOTICE:465140-2020:TEXT:EN:HTML,21440000.00,USD
China Meheco Co. Ltd,,100061,CN,1,Department of Health and Social Care,SW1H 0EU,Supply of Personal Protective Equipment for Healthcare Workers for the Care of Patients with Suspected or Confirmed Novel Coronavirus (Covid-19),20201002,"The Department of Health and Social Care [the 'Authority'] has awarded a contract to China Meheco Co., Ltd for the supply of personal protective equipment surgical masks and goggles to protect health and care workers for contracting the Covid-19 disease.",http://ted.europa.eu/udl?uri=TED:NOTICE:465141-2020:TEXT:EN:HTML,3300000.00,USD
